1622688200704287629,3,-0.551130,0.176339,0.143446,0.144706,0.199775
1622688208083473623,6,-0.069866,0.036120,0.111280,0.099206,0.199624
1622688212213892205,9,0.460624,0.170629,0.128157,0.125951,0.199452
1622688218968001453,12,0.564439,0.251042,0.267357,0.273609,0.199270
1622688225941800809,15,0.193397,0.050825,0.155750,0.145155,0.199086
1622688230459450884,18,-0.251438,0.048638,0.104198,0.114482,0.198905
1622688236596868381,21,-0.311099,0.076989,0.138276,0.126128,0.198730
1622688241663233929,24,-0.061350,0.036590,0.086102,0.098178,0.198565
1622688247184048928,27,-0.023642,0.026685,0.113446,0.125287,0.198407
1622688253900276013,30,-0.147771,0.041749,0.202650,0.230050,0.198253
1622688257229801349,33,-0.123416,0.037890,0.153896,0.166095,0.198099
1622688264055098063,36,0.050997,0.030588,0.076614,0.079127,0.197941
1622688267300953291,39,0.175329,0.049314,0.126072,0.134021,0.197775
1622688274099655951,42,0.015768,0.027626,0.125413,0.124937,0.197603
1622688280724255110,45,-0.277475,0.054896,0.091939,0.100610,0.197424
1622688285412425167,48,-0.184988,0.034986,0.083854,0.084098,0.197244
1622688291344503059,51,0.067118,0.018797,0.260942,0.262472,0.197067
1622688295441487468,54,0.234298,0.041929,0.119627,0.111892,0.196895
1622688300526420369,57,0.005837,0.010411,0.147975,0.155843,0.196730
1622688306678804571,60,-0.170942,0.026055,0.085190,0.086100,0.196571
1622688311958387805,63,-0.015403,0.012128,0.103173,0.109053,0.196418
1622688318841918879,66,0.063729,0.014482,0.071829,0.072309,0.196267
1622688323651552263,69,0.079026,0.017111,0.077698,0.078567,0.196113
1622688329834416883,72,0.056269,0.014611,0.133111,0.127335,0.195954
1622688336769105065,75,-0.021427,0.013512,0.109046,0.115861,0.195792
1622688340810667251,78,-0.133103,0.018940,0.125576,0.123105,0.195626
1622688347974398121,81,0.060454,0.014682,0.224394,0.218872,0.195460
1622688350548179980,84,0.144860,0.038678,0.231135,0.226536,0.195294
1622688357556026755,87,-0.138859,0.025126,0.203870,0.211156,0.195130
1622688364390801344,90,-0.099583,0.017013,0.074256,0.077421,0.194971
1622688367137614133,93,0.095859,0.027536,0.127620,0.144167,0.194815
1622688372237317313,96,0.026374,0.022959,0.248564,0.247979,0.194659
1622688377099370768,99,-0.009744,0.014032,0.226582,0.222515,0.194505
