1615501446776263737,9,0.362500,0.120833,-0.247222,-0.082407
1615501446943879482,10,-0.048611,0.064352,-0.277778,-0.147531
1615501449602333101,14,0.697222,0.275309,-0.269444,-0.188169
1615501449924274482,15,-0.034722,0.171965,-0.479167,-0.285168
1615501452395285001,19,0.405556,0.249829,-0.241667,-0.270668
1615501457435936078,34,0.383333,0.294330,-0.069444,-0.203593
1615501457606215987,35,0.325000,0.304553,-0.422222,-0.276470
1615501458741638213,39,0.412500,0.340536,-0.270833,-0.274591
1615501467929976790,53,-0.454167,0.075635,0.298611,-0.083524
1615501478788757752,69,0.383333,0.178201,-0.197222,-0.121423
1615501486499652858,83,0.205556,0.187319,-0.088889,-0.110578
1615501494245187617,94,0.525000,0.299879,-0.412500,-0.211219
1615501494478788365,95,-0.648611,-0.016284,0.261111,-0.053776
1615501494712723353,96,-0.152778,-0.061782,-0.240278,-0.115943
1615501496271122192,100,-0.052778,-0.058781,-0.248611,-0.160166
1615501496407669216,101,-0.093056,-0.070206,-0.054167,-0.124833
1615501499731313678,108,0.440278,0.099956,-0.073611,-0.107759
1615501500620681286,112,-0.056944,0.047656,-0.076389,-0.097302
1615501506457470144,119,0.590278,0.228530,-0.331944,-0.175516
1615501508088386862,123,0.080556,0.179205,-0.179167,-0.176733
1615501509390405640,127,0.226389,0.194933,-0.383333,-0.245600
1615501510162464323,131,-0.081944,0.102640,0.130556,-0.120215
1615501511165815868,135,0.188889,0.131390,-0.188889,-0.143106
1615501516172085001,139,-0.122222,0.046853,-0.011111,-0.099108
1615501516561334749,140,-0.311111,-0.072469,-0.400000,-0.199405
1615501529531114546,153,-0.191667,-0.112201,-0.412500,-0.270437
1615501529674626638,154,0.059722,-0.054893,-0.008333,-0.183069
1615501536102704236,161,-0.254167,-0.121318,-0.088889,-0.151676
1615501549670707947,183,0.243056,0.000140,0.105556,-0.065932
1615501568039192086,193,0.323611,0.107964,0.052778,-0.026362
1615501575187652058,201,-0.018056,0.065957,-0.372222,-0.141649
1615501576603985908,205,0.481944,0.204620,-0.266667,-0.183321
1615501577752030502,209,-0.084722,0.108172,-0.386111,-0.250918
1615501577899162247,210,0.350000,0.188782,-0.340278,-0.280705
1615501578046615241,211,0.026389,0.134651,-0.004167,-0.188525
1615501578195373002,212,0.170833,0.146712,-0.005556,-0.127535
1615501584367621714,219,0.468056,0.253826,-0.476389,-0.243820
1615501591295610188,226,0.108333,0.205329,-0.113889,-0.200510
1615501593791617394,233,0.456944,0.289201,-0.077778,-0.159599
1615501602157868794,244,0.040278,0.206226,-0.376389,-0.231862
1615501603115986170,248,0.272222,0.228225,-0.294444,-0.252723
1615501611125057302,254,0.270833,0.242428,-0.268056,-0.257834
1615501612653013669,258,0.162500,0.215785,-0.487500,-0.334389
1615501615570590528,264,0.227778,0.219783,-0.305556,-0.324778
1615501615706339301,265,-0.275000,0.054855,-0.211111,-0.286889
1615501618351347319,274,0.351389,0.153700,-0.322222,-0.298667
1615501618512778231,275,-0.236111,0.023763,-0.001389,-0.199574
1615501632658204932,283,0.241667,0.096397,-0.147222,-0.182124
1615501633768987368,287,0.087500,0.093432,-0.465278,-0.276508
1615501636969281136,292,0.390278,0.192380,-0.468056,-0.340357
1615501640238655051,299,0.491667,0.292142,-0.223611,-0.301442
1615501644518324288,306,0.213889,0.266058,0.079167,-0.174572
1615501644662395076,307,-0.069444,0.154224,-0.458333,-0.269159
1615501653005664794,321,-0.141667,0.055594,0.038889,-0.166477
1615501663723770720,334,0.477778,0.196322,-0.133333,-0.155429
1615501671109237878,342,0.605556,0.332733,-0.287500,-0.199453
1615501673164473635,346,0.290278,0.318581,-0.141667,-0.180191
1615501675713910703,353,0.438889,0.358684,0.012500,-0.115960
1615501681295127113,363,-0.025000,0.230789,0.040278,-0.063881
1615501682190752697,367,0.229167,0.230248,-0.250000,-0.125921
1615501682334869245,368,-0.070833,0.129888,-0.134722,-0.128855
1615501682479602753,369,0.663889,0.307888,-0.211111,-0.156273
1615501703164207373,388,-0.333333,0.094148,-0.386111,-0.232886
1615501703352774792,389,-0.300000,-0.037235,0.243056,-0.074239
1615501712598487542,396,0.091667,0.005732,0.186111,0.012545
1615501712774046900,397,0.319444,0.110303,-0.038889,-0.004600
1615501716113641190,401,0.291667,0.170758,-0.015278,-0.008159
1615501717956688893,408,0.294444,0.211987,-0.276389,-0.097569
1615501721696663938,419,0.070833,0.164935,-0.330556,-0.175231
1615501721857845378,420,-0.033333,0.098846,-0.395833,-0.248765
1615501727642308950,425,0.540278,0.245990,-0.047222,-0.181584
1615501733149232801,432,0.334722,0.275567,-0.384722,-0.249297
1615501733293372804,433,0.165278,0.238804,0.094444,-0.134716
1615501742351355704,444,0.454167,0.310592,-0.172222,-0.147218
1615501750845446842,451,0.491667,0.370950,-0.476389,-0.256942
1615501758320682084,466,-0.277778,0.154707,-0.265278,-0.259721
1615501758595807118,467,0.584722,0.298046,-0.015278,-0.178240
1615501758871709112,468,-0.323611,0.090827,0.305556,-0.016975
1615501759147334786,469,-0.134722,0.015644,0.150000,0.038684
1615501766235011800,478,0.470833,0.167374,-0.340278,-0.087637
1615501766422759795,479,0.111111,0.148619,-0.256944,-0.144073
1615501770293942110,487,0.373611,0.223617,-0.222222,-0.170123
1615501772358750986,495,0.365278,0.270837,-0.498611,-0.279619
1615501775290142605,505,0.244444,0.262040,-0.295833,-0.285024
1615501776333654369,509,0.461111,0.328397,-0.252778,-0.274275
1615501784910135923,521,0.419444,0.358746,-0.427778,-0.325443
1615501787089874377,528,0.434722,0.384071,-0.470833,-0.373906
1615501803217904279,541,-0.311111,0.152344,-0.300000,-0.349271
1615501806144523642,546,0.313889,0.206192,-0.098611,-0.265718
1615501807161050675,550,0.370833,0.261073,-0.261111,-0.264182
1615501811706468090,555,0.597222,0.373122,-0.147222,-0.225195
1615501829672370945,591,0.038889,0.261711,-0.461111,-0.303834
1615501830707200662,595,0.500000,0.341141,-0.377778,-0.328482
1615501832123760385,599,-0.040278,0.214001,-0.294444,-0.317136
1615501834554120358,606,0.118056,0.182019,-0.369444,-0.334572
1615501834715302950,607,0.130556,0.164865,0.129167,-0.179993
1615501837095369077,611,0.176389,0.168706,-0.426389,-0.262125
1615501845630820239,620,-0.115278,0.074045,-0.404167,-0.309472
1615501846662862950,624,0.200000,0.116030,0.059722,-0.186407
1615501846817280039,625,-0.311111,-0.026350,-0.258333,-0.210383
1615501846968409610,626,0.162500,0.036600,-0.406944,-0.275903
1615501849271617511,630,0.372222,0.148474,-0.372222,-0.308010
1615501851168617844,637,0.269444,0.188797,-0.197222,-0.271080
1615501855669937316,650,0.191667,0.189754,-0.268056,-0.270072
1615501855826108165,651,0.686111,0.355206,-0.119444,-0.219863
1615501856776560620,655,0.479167,0.396526,-0.072222,-0.170649
1615501869196887150,662,0.470833,0.421295,-0.361111,-0.234137
1615501896042177292,672,-0.241667,0.200308,-0.493056,-0.320443
1615501896425441569,673,-0.375000,0.008539,-0.173611,-0.271499
1615501901792369608,681,0.445833,0.154304,-0.043056,-0.195351
1615501919214934712,694,-0.245833,0.020925,-0.493056,-0.294586
1615501924971924466,702,-0.115278,-0.024476,0.283333,-0.101946
1615501927447290990,706,-0.248611,-0.099188,-0.025000,-0.076297
1615501929924748970,713,-0.220833,-0.139736,-0.463889,-0.205495
1615501931071006921,717,0.615278,0.111935,-0.295833,-0.235608
1615501948576319402,728,0.426389,0.216753,-0.479167,-0.316794
1615501948732917835,729,-0.265278,0.056076,0.129167,-0.168140
1615501954553784409,745,-0.313889,-0.067246,0.013889,-0.107464
1615501958508914707,753,0.141667,0.002392,-0.165278,-0.126735
1615501960013431885,757,-0.416667,-0.137294,-0.073611,-0.109027
1615501968138342648,764,0.136111,-0.046159,-0.398611,-0.205555
1615501970625017106,771,0.059722,-0.010865,-0.425000,-0.278703
1615501971732132249,775,0.206944,0.061738,-0.300000,-0.285802
1615501971874353213,776,-0.265278,-0.047267,-0.422222,-0.331276
1615501973122130985,780,-0.166667,-0.087067,-0.197222,-0.286591
1615501979773840948,787,-0.531944,-0.235360,-0.136111,-0.236431
1615501980887558747,791,-0.138889,-0.203203,-0.331944,-0.268269
1615501981753866225,795,0.355556,-0.016950,-0.123611,-0.220050
1615501984163622010,802,0.454167,0.140089,-0.022222,-0.154107
1615501985160899927,806,-0.147222,0.044319,-0.470833,-0.259683
1615501985336711316,807,0.755556,0.281398,-0.041667,-0.187011
1615501986656861394,811,0.000000,0.187598,-0.208333,-0.194118
1615501986937127131,812,0.533333,0.302843,0.056944,-0.110431
1615501987217355813,813,-0.150000,0.151896,-0.322222,-0.181028
1615501991301342950,820,0.487500,0.263764,-0.041667,-0.134574
