1622945466504058239,7,1,0.359722,2.000000,0.359722,0.666667,0.000000
1622945475024159107,11,2,-0.252778,1.000000,0.097222,0.777778,0.000000
1622945476019604430,17,3,-0.310802,3.000000,-0.171477,1.518519,0.000000
1622945476955115369,23,4,0.185185,3.000000,0.005760,2.012346,0.000000
1622945480960016390,27,5,0.395370,1.000000,0.083299,1.674897,0.000000
1622945485006790735,33,6,0.025000,3.000000,0.055755,2.116598,0.000000
1622945485920067642,38,7,-0.240278,2.000000,-0.039231,2.077732,0.000000
1622945486649495646,43,8,0.399074,2.000000,0.103181,2.051821,0.000000
1622945488028114758,50,9,0.198148,4.000000,0.150057,2.701214,0.000000
1622945488706282699,54,10,-0.236111,1.000000,0.089741,2.134143,0.000000
1622945491259814212,59,11,0.069444,1.000000,0.085889,1.756095,0.000000
1622945492206879755,62,12,0.000000,0.000000,0.085889,1.170730,0.000000
1622945493173984357,68,13,0.329012,3.000000,0.222438,1.780487,0.000000
1622945494551150758,73,14,0.368519,1.000000,0.254466,1.520325,0.000000
1622945496850271186,78,15,-0.064352,2.000000,0.127967,1.680216,0.000000
1622945498752823921,84,16,-0.136111,2.000000,0.029439,1.786811,0.000000
1622945507326381138,94,17,0.152546,4.000000,0.094458,2.524541,0.000000
1622945509831073790,99,18,0.056944,2.000000,0.083814,2.349694,0.000000
1622945510553175304,103,19,0.345370,1.000000,0.129706,1.899796,0.000000
1622945511379654837,107,20,0.365741,1.000000,0.178884,1.599864,0.000000
1622945515363003079,112,21,-0.065741,2.000000,0.084793,1.733243,0.000000
1622945516492190468,118,22,0.142901,3.000000,0.111751,2.155495,0.000000
1622945517273389100,123,23,0.426389,2.000000,0.211462,2.103663,0.000000
1622945519464406616,128,24,-0.126852,2.000000,0.102457,2.069109,0.000000
1622945523659643704,135,25,-0.225926,1.000000,0.038547,1.712739,0.000000
1622945526086315423,139,26,0.011111,1.000000,0.032348,1.475160,0.000000
1622945527718932823,145,27,0.351852,1.000000,0.113228,1.316773,0.000000
1622945528863162518,149,28,-0.089815,1.000000,0.057348,1.211182,0.000000
1622945533046312833,154,29,0.005556,2.000000,0.033925,1.474121,0.000000
1622945534229043523,159,30,0.114352,2.000000,0.066432,1.649414,0.000000
1622945535691154371,164,31,0.467593,1.000000,0.159751,1.432943,0.000000
1622945539867216650,168,32,0.000000,0.000000,0.159751,0.955295,0.000000
1622945543225043814,173,33,0.285648,2.000000,0.224139,1.303530,0.000000
1622945547991198086,180,34,0.314815,3.000000,0.272654,1.869020,0.000000
1622945550345624810,184,35,0.069444,1.000000,0.229765,1.579347,0.000000
1622945551262968566,187,36,0.000000,0.000000,0.229765,1.052898,0.000000
1622945553480311583,192,37,0.350463,2.000000,0.288559,1.368599,0.000000
1622945554683470855,198,38,0.323611,2.000000,0.303358,1.579066,0.000000
1622945558215027790,203,39,-0.062037,2.000000,0.161681,1.719377,0.000000
1622945558992873297,207,40,-0.207407,1.000000,0.078529,1.479585,0.000000
1622945560080577086,212,41,0.031481,2.000000,0.059555,1.653057,0.000000
1622945560906341901,217,42,0.022222,2.000000,0.045484,1.768704,0.000000
1622945561895738301,222,43,0.150463,2.000000,0.083400,1.845803,0.000000
1622945562768053311,226,44,-0.171296,1.000000,0.029112,1.563869,0.000000
1622945563642533339,230,45,-0.037963,1.000000,0.012862,1.375912,0.000000
1622945564335989023,234,46,0.485185,1.000000,0.138754,1.250608,0.000000
1622945569237419792,239,47,0.000000,0.000000,0.138754,0.833739,0.000000
1622945570409722250,244,48,-0.102778,2.000000,0.007038,1.222493,0.000000
1622945572620872802,249,49,0.060185,1.000000,0.022466,1.148328,0.000000
1622945575369318861,252,50,0.000000,0.000000,0.022466,0.765552,0.000000
1622945582356114148,256,51,0.512963,1.000000,0.216254,0.843701,0.000000
1622945584959236948,259,52,0.000000,0.000000,0.216254,0.562468,0.000000
1622945586083906551,263,53,-0.084259,1.000000,0.074831,0.708312,0.000000
1622945588538658017,266,54,0.000000,0.000000,0.074831,0.472208,0.000000
1622945594318591444,269,55,0.000000,0.000000,0.074831,0.314805,0.000000
1622945596682722635,274,56,0.039815,2.000000,0.048199,0.876537,0.000000
1622945598309036973,284,57,-0.064630,5.000000,-0.035340,2.251025,0.000000
1622945599244059457,288,58,-0.140741,1.000000,-0.054496,1.834016,0.000000
1622945607078839114,293,59,0.000000,0.000000,-0.054496,1.222678,0.000000
1622945609489591451,300,60,0.242361,4.000000,0.129734,2.148452,0.000000
1622945611882730021,304,61,0.000000,0.000000,0.129734,1.432301,0.000000
1622945613497889851,308,62,0.178704,1.000000,0.142405,1.288201,0.000000
1622945617201727390,311,63,0.000000,0.000000,0.142405,0.858801,0.000000
1622945619588892414,315,64,0.218519,1.000000,0.170413,0.905867,0.000000
1622945620398321971,319,65,0.267593,1.000000,0.204975,0.937245,0.000000
1622945622879243243,325,66,0.483642,3.000000,0.376480,1.624830,0.000000
1622945627228839244,330,67,0.028241,2.000000,0.243809,1.749887,0.000000
1622945628037182241,334,68,0.034259,1.000000,0.197240,1.499924,0.000000
1622945630882814538,342,69,0.052083,4.000000,0.114292,2.333283,0.000000
1622945631712193101,346,70,-0.309259,1.000000,0.039546,1.888855,0.000000
1622945632805934538,351,71,-0.043519,2.000000,0.010793,1.925904,0.000000
1622945635272666994,355,72,-0.257407,1.000000,-0.044486,1.617269,0.000000
1622945640803856912,360,73,0.151852,1.000000,0.001880,1.411513,0.000000
1622945641997080766,364,74,0.010185,1.000000,0.004052,1.274342,0.000000
1622945643428004558,369,75,0.384259,1.000000,0.111193,1.182895,0.000000
1622945645183994268,375,76,-0.253704,1.000000,0.002779,1.121930,0.000000
1622945646087472359,378,77,0.000000,0.000000,0.002779,0.747953,0.000000
1622945651998582799,382,78,0.309259,1.000000,0.125572,0.831969,0.000000
1622945653769068487,385,79,0.000000,0.000000,0.125572,0.554646,0.000000
1622945655187557320,393,80,-0.039815,5.000000,-0.009785,2.036431,0.000000
1622945655925267578,397,81,0.237963,1.000000,0.039053,1.690954,0.000000
1622945656956871764,401,82,0.395370,1.000000,0.120369,1.460636,0.000000
1622945657610485333,406,83,0.399537,2.000000,0.233822,1.640424,0.000000
