1628981718589418394,4,-0.127778,-0.042593,-0.044444,-0.014815
1628981720391776480,10,-0.106481,-0.063889,-0.049074,-0.026235
1628981720564341397,11,-0.031481,-0.053086,-0.030556,-0.027675
1628981720772055869,12,-0.031481,-0.045885,-0.050926,-0.035425
1628981720984158967,13,-0.033333,-0.041701,-0.367593,-0.146148
1628981721177916223,14,-0.025926,-0.036443,-0.131481,-0.141259
1628981721371934633,15,-0.025926,-0.032937,-0.252778,-0.178432
1628981721578143552,16,-0.058333,-0.041402,-0.200926,-0.185930
1628981721772506351,17,-0.059259,-0.047355,-0.359259,-0.243706
1628981721985524691,18,-0.035185,-0.043298,-0.070370,-0.185928
1628981722171730213,19,-0.035185,-0.040594,-0.262963,-0.211606
1628981722386498557,20,-0.150926,-0.077371,-0.175000,-0.199404
1628981722571151741,21,-0.025000,-0.059914,-0.073148,-0.157319
1628981722766533719,22,-0.019444,-0.046424,-0.016667,-0.110435
1628981722976354807,23,-0.019444,-0.037431,-0.268519,-0.163129
1628981723185762642,24,-0.314815,-0.129892,-0.309259,-0.211839
1628981723371160730,25,-0.189815,-0.149866,-0.237963,-0.220547
1628981723574051211,26,-0.189815,-0.163183,-0.322222,-0.254439
1628981723781319373,27,-0.246296,-0.190887,-0.172222,-0.227033
1628981723977489585,28,-0.126852,-0.169542,-0.064815,-0.172960
1628981724172907980,29,-0.009259,-0.116114,-0.057407,-0.134443
1628981724371020582,30,-0.009259,-0.080496,-0.151852,-0.140246
1628981724564764078,31,-0.010185,-0.057059,-0.019444,-0.099979
1628981724762785350,32,-0.010185,-0.041434,-0.088889,-0.096282
1628981724986954026,33,-0.011111,-0.031327,-0.155556,-0.116040
1628981725178562522,34,-0.033333,-0.031996,-0.257407,-0.163162
1628981725365737238,35,-0.299074,-0.121022,-0.250000,-0.192108
1628981725569078540,36,-0.100926,-0.114323,-0.338889,-0.241035
1628981725776211661,37,-0.100926,-0.109857,-0.138889,-0.206986
1628981725969464143,38,-0.213889,-0.144535,-0.419444,-0.277806
1628981726174550521,39,-0.233333,-0.174134,-0.193519,-0.249710
1628981726392113201,40,-0.242593,-0.196954,-0.041667,-0.180362
1628981726633569819,41,-0.140741,-0.178216,-0.020370,-0.127032
1628981726831234799,42,-0.022222,-0.126218,-0.160185,-0.138083
1628981727030117010,43,-0.022222,-0.091553,-0.008333,-0.094833
1628981727231131757,44,-0.084259,-0.089122,-0.142593,-0.110753
1628981727444810297,45,-0.146296,-0.108180,-0.306481,-0.175996
1628981727662030829,46,-0.099074,-0.105145,-0.195370,-0.182454
1628981727830503604,47,-0.094444,-0.101578,-0.167593,-0.177500
1628981728082574775,48,-0.094444,-0.099200,-0.004630,-0.119877
1628981728297809173,49,-0.100000,-0.099467,-0.013889,-0.084547
1628981728454355827,50,-0.260185,-0.153040,-0.153704,-0.107599
1628981728647602165,51,-0.216667,-0.174249,-0.041667,-0.085622
1628981728892801674,52,-0.187037,-0.178511,-0.112963,-0.094736
1628981729061465683,53,-0.156481,-0.171168,-0.054630,-0.081367
1628981729176220115,54,-0.137037,-0.159791,-0.088889,-0.083874
1628981729453711801,55,-0.137037,-0.152206,-0.165741,-0.111163
1628981729632260563,56,-0.075926,-0.126780,-0.043519,-0.088615
1628981729826076284,57,-0.052778,-0.102112,-0.103704,-0.093644
1628981730055153336,58,-0.052778,-0.085667,-0.252778,-0.146689
1628981730261488048,59,-0.014815,-0.062050,-0.046296,-0.113225
1628981730436730212,60,-0.014815,-0.046305,-0.086111,-0.104187
1628981730661863123,61,-0.150926,-0.081179,-0.174074,-0.127483
1628981730840493326,62,-0.075926,-0.079428,-0.099074,-0.118013
1628981731066817451,63,-0.017593,-0.058816,-0.078704,-0.104910
1628981731247713632,64,-0.017593,-0.045075,-0.171296,-0.127039
1628981731431167410,65,-0.033333,-0.041161,-0.071296,-0.108458
1628981731616342008,66,-0.033333,-0.038552,0.000000,-0.072305
1628981731846149532,67,-0.030556,-0.035886,-0.050926,-0.065179
1628981732071146922,68,-0.030556,-0.034109,-0.156481,-0.095613
1628981732189141103,69,-0.097222,-0.055147,-0.338889,-0.176705
1628981732374193428,70,-0.157407,-0.089234,-0.318519,-0.223976
1628981732572133163,71,-0.011111,-0.063193,-0.135185,-0.194379
1628981732767348676,72,-0.011111,-0.045832,-0.012963,-0.133907
1628981732963675306,73,-0.054630,-0.048765,-0.155556,-0.141123
1628981733163805019,74,-0.120370,-0.072633,-0.155556,-0.145934
1628981733370048850,75,-0.192593,-0.112620,-0.147222,-0.146363
1628981733587574058,76,-0.189815,-0.138351,-0.106481,-0.133069
1628981733777555366,77,-0.142593,-0.139765,-0.047222,-0.104454
1628981733985792948,78,-0.142593,-0.140708,-0.005556,-0.071488
1628981734165271449,79,-0.108333,-0.129916,-0.080556,-0.074510
1628981734364920996,80,-0.108333,-0.122722,-0.038889,-0.062636
1628981734576816604,81,-0.169444,-0.138296,-0.090741,-0.072005
1628981734771078922,82,-0.195370,-0.157321,-0.119444,-0.087818
1628981734969217124,83,-0.120370,-0.145004,-0.003704,-0.059780
1628981735171222602,84,-0.120370,-0.136793,-0.066667,-0.062075
1628981735373937145,85,-0.154630,-0.142738,-0.028704,-0.050952
1628981735566276657,86,-0.034259,-0.106579,-0.083333,-0.061745
1628981735771349786,87,-0.034259,-0.082472,-0.023148,-0.048880
1628981735967871234,88,-0.062963,-0.075969,-0.164815,-0.087525
1628981736167413132,89,-0.087963,-0.079967,-0.019444,-0.064831
1628981736410189445,90,-0.087963,-0.082632,-0.126852,-0.085505
1628981736628908683,91,-0.114815,-0.093360,-0.077778,-0.082929
1628981736819157867,92,-0.164815,-0.117178,-0.168519,-0.111459
1628981737037466188,93,-0.165741,-0.133366,-0.156481,-0.126466
1628981737249197250,94,-0.132407,-0.133046,-0.123148,-0.125360
1628981737464742691,95,-0.132407,-0.132833,-0.082407,-0.111043
1628981737648946462,96,-0.169444,-0.145037,-0.176852,-0.132979
1628981737851130726,97,-0.093519,-0.127864,-0.162963,-0.142974
1628981738031212018,98,-0.093519,-0.116416,-0.010185,-0.098711
1628981738235973368,99,-0.167593,-0.133475,-0.376852,-0.191425
1628981738467094283,100,-0.083333,-0.116761,-0.321296,-0.234715
1628981738624010542,101,-0.083333,-0.105618,-0.069444,-0.179625
1628981738839411918,102,-0.100000,-0.103746,-0.404630,-0.254626
1628981739023047458,103,-0.163889,-0.123793,-0.199074,-0.236109
1628981739231095726,104,-0.025000,-0.090862,-0.187037,-0.219752
1628981739417789125,105,-0.025000,-0.068908,-0.323148,-0.254217
1628981739621017050,106,-0.181481,-0.106433,-0.069444,-0.192626
