1615661936419518369,3,3.230988,5.112742,2.172221,2.044119,0.200240
1615661941619603390,6,2.753288,3.722693,1.988415,1.878190,0.200418
1615661945499741770,9,2.318140,2.670595,1.828362,1.754741,0.200590
1615661951457887951,12,1.879007,1.771532,1.658046,1.614185,0.200754
1615661956357174721,15,1.433161,1.061612,1.489572,1.433930,0.200906
1615661958599860010,18,1.143822,0.731666,1.595433,1.580936,0.201041
1615661965736816286,21,0.764613,0.366286,1.465521,1.461103,0.201155
1615661969330825287,24,0.467105,0.198152,1.465088,1.475877,0.201244
1615661974807506955,27,0.255021,0.106623,1.423495,1.440089,0.201305
1615661980706183641,30,0.076528,0.047183,1.517668,1.544579,0.201339
1615661982633120635,33,0.001593,0.059758,1.438592,1.453900,0.201347
1615661990021470194,36,0.036484,0.120409,1.409037,1.421086,0.201335
1615661993376319658,39,0.029881,0.140786,1.381536,1.386373,0.201310
1615661999454528883,42,0.029673,0.199352,1.355684,1.365246,0.201277
1615662005507548272,45,-0.034711,0.251751,1.366055,1.383077,0.201239
1615662009261823998,48,-0.180412,0.216556,1.415540,1.413959,0.201197
1615662014343219791,51,-0.265926,0.226057,1.397972,1.392495,0.201149
1615662016524885710,54,-0.256853,0.200979,1.412158,1.426956,0.201097
1615662021608870217,57,-0.269555,0.182202,1.372899,1.386389,0.201039
1615662027741421841,60,-0.284131,0.126807,1.412824,1.409066,0.200976
1615662031061432669,63,-0.211099,0.094695,1.360338,1.366938,0.200908
1615662035953710745,66,-0.179381,0.073879,1.344062,1.349897,0.200834
1615662038481743254,69,-0.144475,0.055188,1.376715,1.367258,0.200756
1615662045006476180,72,-0.093252,0.047225,1.356127,1.355635,0.200676
1615662050688463615,75,-0.061907,0.048124,1.400012,1.398425,0.200597
1615662053991975166,78,0.007006,0.064467,1.329547,1.329844,0.200521
1615662060075203667,81,0.104022,0.085324,1.383329,1.386137,0.200448
1615662064414670079,84,0.116370,0.069905,1.359989,1.368924,0.200378
1615662069049663995,87,0.185641,0.087766,1.315204,1.310123,0.200310
1615662073884005002,90,0.160174,0.074239,1.436929,1.433045,0.200242
1615662077775294400,93,0.084553,0.069682,1.366771,1.366756,0.200175
1615662083385330269,96,0.063564,0.064788,1.400646,1.393054,0.200107
1615662086789035786,99,0.017290,0.070527,1.300350,1.296672,0.200037
1615662092532269152,102,-0.067167,0.060773,1.359857,1.351797,0.199963
1615662098301397839,105,-0.093543,0.055532,1.411084,1.402207,0.199884
1615662102378668288,108,-0.065443,0.056885,1.405158,1.383907,0.199801
1615662108948416551,111,-0.065936,0.053059,1.332596,1.339431,0.199713
1615662111880839431,114,-0.024455,0.043561,1.338395,1.340696,0.199619
1615662117579645647,117,0.050755,0.040683,1.323357,1.315852,0.199520
1615662123967623427,120,0.054050,0.042891,1.366069,1.349783,0.199418
1615662127422039208,123,0.083167,0.050981,1.341392,1.323484,0.199311
1615662133405743899,126,0.086897,0.048607,1.257440,1.260228,0.199202
1615662138065997847,129,0.067005,0.049685,1.281300,1.272641,0.199090
1615662144239885218,132,0.010042,0.041576,1.309081,1.307121,0.198975
1615662149528056886,135,0.025440,0.047918,1.261229,1.250469,0.198859
1615662153755230665,138,0.050602,0.052707,1.305517,1.289140,0.198741
1615662159821403382,141,0.065816,0.044752,1.239010,1.222245,0.198624
1615662163430403654,144,0.031417,0.038624,1.342500,1.331052,0.198506
1615662170483208722,147,0.012438,0.043716,1.249636,1.239766,0.198389
1615662176393645575,150,0.034777,0.053911,1.265431,1.251468,0.198273
1615662180723138229,153,-0.011590,0.050041,1.270136,1.258040,0.198160
1615662186240738568,156,-0.036450,0.068172,1.257876,1.257713,0.198050
1615662189449754267,159,-0.052096,0.060663,1.146358,1.138891,0.197941
1615662194656842979,162,-0.063156,0.058730,1.266072,1.246632,0.197832
1615662199084267987,165,-0.003030,0.052109,1.280753,1.257873,0.197723
1615662203205630994,168,-0.035903,0.046969,1.233978,1.208840,0.197611
1615662207412421974,171,0.039895,0.050191,1.266178,1.249308,0.197497
1615662210308252622,174,0.003417,0.039037,1.273845,1.247798,0.197382
1615662215241917889,177,0.074968,0.055896,1.213346,1.203196,0.197264
1615662222198993398,180,0.075397,0.052123,1.272527,1.247975,0.197145
1615662225579305066,183,0.090216,0.062129,1.192157,1.164546,0.197024
1615662231188697648,186,0.054404,0.049349,1.209451,1.194973,0.196899
1615662235138185291,189,0.028276,0.053107,1.220146,1.209079,0.196773
1615662241734647502,192,-0.034069,0.054523,1.203942,1.172816,0.196645
1615662247408959662,195,-0.038660,0.052475,1.229711,1.206628,0.196517
1615662250590524123,198,0.007197,0.053553,1.224822,1.203183,0.196387
1615662256796800905,201,0.021124,0.053049,1.160859,1.158800,0.196257
1615662260521644005,204,0.035532,0.062150,1.155776,1.125989,0.196127
1615662266487602479,207,-0.005498,0.048421,1.151009,1.126251,0.195995
1615662272713329211,210,-0.000526,0.059310,1.204829,1.181388,0.195864
1615662276241972838,213,-0.080537,0.057415,1.140604,1.115534,0.195732
1615662282513914910,216,-0.003232,0.056396,1.126856,1.107982,0.195600
1615662285296771212,219,-0.028337,0.052695,1.089708,1.057452,0.195469
1615662291626606388,222,-0.001045,0.054961,1.151362,1.123324,0.195336
1615662297288325603,225,0.057334,0.061751,1.136137,1.128773,0.195204
1615662300939780265,228,0.105777,0.070673,1.033847,1.013876,0.195070
1615662307804669980,231,0.030685,0.059615,1.106518,1.081900,0.194933
1615662311979482625,234,-0.119392,0.062307,1.138064,1.131428,0.194796
1615662318480529806,237,-0.099386,0.074648,1.109089,1.076782,0.194659
